id_cliente,churn,genero,idoso,parceiro,dependentes,tempo_contrato,servico_telefonico,multiplas_linhas,servico_internet,seguranca_online,backup_online,protecao_dispositivos,suporte_tecnico,streaming_tv,streaming_filmes,contrato,fatura_online,metodo_pagamento,cobrança_mensal,cobrança_total,contas_diarias
6275-YDUVO,sim,feminino,0,não,não,2,sim,não,fibra ótica,não,não,sim,não,não,sim,mensal,sim,cheque postal,86.2,178.7,2.87
6278-FEPBZ,não,feminino,0,não,não,9,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.25,186.15,0.68
6281-FKEWS,não,feminino,0,não,não,44,não,sem serviço telefônico,dsl,não,não,sim,não,sim,sim,um ano,sim,cheque eletrônico,49.05,2265.0,1.64
6283-GITPX,não,masculino,0,não,sim,71,sim,não,dsl,sim,sim,sim,sim,sim,não,dois anos,sim,cartão de crédito (automático),76.9,5522.7,2.56
6284-AHOOQ,sim,masculino,1,não,não,22,sim,sim,fibra ótica,não,não,não,sim,sim,não,mensal,sim,transferência bancária (automática),90.5,1910.6,3.02
6284-KMNUF,não,feminino,0,sim,não,56,sim,sim,fibra ótica,sim,não,não,não,sim,sim,um ano,sim,cheque eletrônico,98.0,5270.6,3.27
6285-FTQBF,não,masculino,0,sim,sim,72,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),25.55,1867.7,0.85
6286-SUUWT,não,masculino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.95,19.95,0.66
6286-ZHAOK,não,feminino,0,sim,sim,20,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,sim,transferência bancária (automática),25.55,507.4,0.85
6288-CHQJB,não,feminino,0,sim,sim,54,sim,não,dsl,sim,não,sim,sim,não,sim,dois anos,não,transferência bancária (automática),69.95,3871.85,2.33
6288-LBEAR,não,feminino,0,não,não,23,sim,não,fibra ótica,não,sim,não,sim,não,não,mensal,sim,cheque postal,79.1,1783.75,2.64
6289-CPNLD,sim,masculino,0,sim,sim,33,sim,não,dsl,não,não,sim,sim,sim,sim,um ano,sim,cheque postal,73.9,2405.05,2.46
6292-TOSSS,não,masculino,0,não,não,50,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),24.9,1195.25,0.83
6295-OSINB,não,masculino,0,sim,não,72,sim,sim,fibra ótica,sim,sim,sim,não,sim,sim,dois anos,sim,cheque eletrônico,109.65,7880.25,3.66
6296-DDOOR,não,feminino,0,não,não,19,sim,não,dsl,não,sim,não,não,sim,não,um ano,não,cheque eletrônico,58.2,1045.25,1.94
6297-NOOPG,não,feminino,0,sim,não,70,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,sim,cheque eletrônico,110.5,7752.05,3.68
6298-QDFNH,sim,masculino,0,não,não,22,sim,sim,fibra ótica,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,79.35,1730.35,2.64
6300-BWMJX,não,feminino,0,sim,não,59,sim,sim,fibra ótica,não,não,sim,sim,sim,não,mensal,não,cheque eletrônico,93.35,5386.5,3.11
6302-JGYRJ,sim,masculino,0,não,sim,31,sim,sim,dsl,não,sim,não,sim,sim,sim,um ano,sim,cheque postal,79.45,2587.7,2.65
6303-KFWSL,não,feminino,0,não,não,29,sim,sim,dsl,não,sim,não,não,não,não,um ano,sim,cheque eletrônico,55.25,1620.2,1.84
6304-IJFSQ,sim,masculino,0,não,não,3,sim,não,dsl,não,sim,não,não,não,não,mensal,sim,cheque postal,49.9,130.1,1.66
6305-YLBMM,sim,masculino,0,não,não,69,sim,não,fibra ótica,não,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),104.05,7262.0,3.47
6308-CQRBU,não,feminino,0,sim,não,71,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,não,cheque eletrônico,109.25,7707.7,3.64
6311-UEUME,sim,feminino,0,não,não,29,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,78.9,2384.15,2.63
6313-GIDIT,sim,masculino,1,não,não,53,não,sem serviço telefônico,dsl,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,54.45,2854.55,1.82
6317-YPKDH,sim,feminino,0,não,não,1,não,sem serviço telefônico,dsl,não,sim,não,não,não,não,mensal,não,transferência bancária (automática),29.95,29.95,1.0
6319-IEJWJ,sim,masculino,0,sim,sim,20,sim,não,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,90.2,1776.55,3.01
6319-QSUSR,não,feminino,0,não,sim,11,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cartão de crédito (automático),19.7,216.2,0.66
6322-HRPFA,não,masculino,0,sim,sim,49,sim,não,dsl,sim,sim,não,sim,não,não,mensal,não,cartão de crédito (automático),59.6,2970.3,1.99
6322-PJJDJ,não,masculino,0,sim,não,49,sim,não,fibra ótica,não,sim,não,não,sim,sim,dois anos,sim,cheque eletrônico,94.8,4690.65,3.16
6323-AYBRX,sim,masculino,0,não,não,59,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.35,1099.6,0.64
6326-MTTXK,sim,masculino,0,não,não,8,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,não,cheque eletrônico,100.85,819.55,3.36
6328-ZPBGN,sim,feminino,1,não,não,11,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,transferência bancária (automática),95.15,997.65,3.17
6330-JKLPC,sim,masculino,0,sim,não,11,sim,sim,fibra ótica,não,sim,não,não,não,não,mensal,sim,transferência bancária (automática),80.5,896.9,2.68
6331-EWIEB,sim,masculino,0,não,não,20,sim,sim,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,85.25,1734.5,2.84
6331-LWDTQ,sim,masculino,0,não,não,10,sim,sim,dsl,não,não,não,não,sim,sim,mensal,sim,cartão de crédito (automático),72.15,794.25,2.41
6332-FBZRI,não,masculino,0,sim,sim,67,sim,sim,dsl,sim,sim,sim,sim,não,não,um ano,sim,cartão de crédito (automático),69.35,4653.25,2.31
6333-YDVLT,não,masculino,0,não,não,65,sim,sim,fibra ótica,sim,não,sim,sim,sim,sim,um ano,sim,cartão de crédito (automático),110.0,7138.65,3.67
6338-AVWCY,sim,masculino,0,não,não,3,não,sem serviço telefônico,dsl,não,não,sim,não,sim,não,mensal,sim,cheque postal,40.15,130.75,1.34
6339-DKLMK,não,feminino,0,não,não,13,não,sem serviço telefônico,dsl,não,sim,não,não,não,não,mensal,sim,cheque eletrônico,31.65,389.95,1.06
6339-RZCBJ,não,masculino,0,não,não,48,sim,não,dsl,não,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),78.9,3771.5,2.63
6339-TBELP,não,masculino,0,não,não,71,sim,sim,fibra ótica,não,não,sim,sim,não,não,dois anos,sim,cartão de crédito (automático),86.4,6172.0,2.88
6339-YPSAH,não,masculino,0,não,não,9,sim,não,fibra ótica,não,não,sim,não,não,não,mensal,sim,cheque eletrônico,73.8,704.3,2.46
6340-DACFT,não,feminino,0,sim,sim,50,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),20.55,1070.25,0.68
6341-AEVKX,não,feminino,0,sim,não,62,sim,não,fibra ótica,sim,não,sim,sim,sim,sim,um ano,sim,cheque eletrônico,104.3,6613.65,3.48
6341-JVQGF,não,feminino,0,sim,sim,31,sim,não,dsl,sim,não,sim,sim,sim,sim,um ano,sim,cheque postal,81.15,2545.75,2.7
6344-SFJVH,não,feminino,0,não,não,20,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,não,cartão de crédito (automático),24.9,505.95,0.83
6345-FZOQH,não,masculino,0,sim,não,69,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.9,1363.45,0.66
6345-HOVES,não,masculino,0,não,não,34,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,sim,transferência bancária (automática),25.05,852.7,0.84
6345-ULYRW,sim,masculino,1,sim,não,44,sim,sim,fibra ótica,não,sim,não,não,não,sim,um ano,não,cheque postal,88.4,3912.9,2.95
6347-DCUIK,sim,masculino,0,não,não,10,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque postal,74.15,811.8,2.47
6348-SNFUS,não,masculino,0,sim,sim,72,não,sem serviço telefônico,dsl,sim,sim,sim,sim,não,sim,dois anos,sim,cartão de crédito (automático),55.45,4179.2,1.85
6349-JDHQP,não,feminino,0,não,não,53,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.85,1049.6,0.66
6350-XFYGW,não,masculino,1,não,não,4,sim,não,fibra ótica,não,não,sim,não,sim,sim,mensal,sim,cheque eletrônico,94.75,422.4,3.16
6351-SCJKT,não,masculino,0,não,não,3,não,sem serviço telefônico,dsl,sim,não,sim,sim,não,não,mensal,não,cheque postal,41.35,107.25,1.38
6352-GIGGQ,não,masculino,0,não,não,67,sim,sim,dsl,sim,sim,sim,sim,sim,sim,um ano,sim,transferência bancária (automática),88.8,5903.15,2.96
6352-TWCAU,sim,feminino,0,não,não,35,sim,sim,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,86.45,3029.1,2.88
6353-BRMMA,não,feminino,0,sim,sim,54,sim,sim,fibra ótica,sim,sim,não,não,sim,sim,mensal,sim,transferência bancária (automática),104.1,5645.8,3.47
6356-ELRKD,sim,feminino,0,não,não,1,sim,não,fibra ótica,sim,não,não,não,sim,sim,mensal,sim,cheque eletrônico,95.6,95.6,3.19
6357-JJPQT,não,feminino,0,não,não,3,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,80.5,232.35,2.68
6358-LYNGM,sim,masculino,0,não,não,1,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,74.9,74.9,2.5
6360-SVNWV,não,feminino,1,não,não,31,sim,não,fibra ótica,sim,não,não,não,não,não,mensal,sim,cartão de crédito (automático),73.55,2094.65,2.45
6362-QHAFM,não,masculino,0,sim,não,42,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,um ano,sim,cheque eletrônico,108.3,4586.15,3.61
6365-HITVU,não,feminino,0,sim,sim,71,sim,não,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,cartão de crédito (automático),87.25,6328.7,2.91
6365-MTGZX,sim,masculino,0,não,não,24,sim,não,fibra ótica,não,não,não,sim,sim,sim,mensal,sim,cheque eletrônico,96.0,2122.45,3.2
6366-XIVKZ,não,feminino,0,sim,sim,13,sim,não,dsl,sim,não,sim,não,não,sim,mensal,sim,cheque postal,63.15,816.8,2.1
6366-ZGQGL,sim,masculino,0,não,não,1,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,não,transferência bancária (automática),24.8,24.8,0.83
6368-NWMCE,não,feminino,0,não,não,38,sim,sim,dsl,não,sim,não,sim,não,sim,mensal,não,cartão de crédito (automático),68.15,2656.3,2.27
6368-TZZDT,não,masculino,0,sim,sim,4,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.5,96.85,0.65
6369-MCAKO,não,feminino,0,sim,sim,68,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),89.05,6185.8,2.97
6370-ZVHDV,não,feminino,0,sim,não,61,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),25.3,1554.9,0.84
6371-NZYEG,não,masculino,0,sim,sim,16,sim,não,dsl,sim,não,sim,não,sim,não,dois anos,não,cheque postal,64.25,1024.0,2.14
6372-RFVNS,sim,feminino,0,sim,não,1,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,não,cheque eletrônico,78.8,78.8,2.63
6374-AFWOX,não,masculino,0,sim,não,46,sim,não,dsl,sim,sim,sim,sim,não,não,dois anos,não,cheque postal,65.65,3047.15,2.19
6374-NTQLP,não,masculino,1,sim,sim,72,sim,não,fibra ótica,sim,não,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),104.1,7447.7,3.47
6376-GAHQE,sim,masculino,0,não,não,4,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,não,cheque eletrônico,77.85,299.2,2.6
6377-KSLXC,não,masculino,0,não,não,5,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,19.95,107.05,0.66
6377-WHAOX,não,feminino,0,sim,não,60,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,106.15,6411.25,3.54
6379-RXJRQ,sim,masculino,0,sim,não,10,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,70.1,659.65,2.34
6380-ARCEH,não,masculino,0,não,não,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.2,20.2,0.67
6383-ZTSIW,não,feminino,1,sim,não,39,sim,não,fibra ótica,sim,sim,não,não,sim,sim,um ano,não,cheque postal,99.1,3877.95,3.3
6384-VMJHP,não,feminino,0,não,não,72,sim,não,dsl,sim,sim,sim,sim,não,sim,dois anos,sim,cartão de crédito (automático),73.0,5265.2,2.43
6386-SZZKH,sim,feminino,0,sim,sim,49,sim,sim,fibra ótica,não,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),107.95,5293.2,3.6
6388-TABGU,não,masculino,0,não,sim,62,sim,não,dsl,sim,sim,não,não,não,não,um ano,não,transferência bancária (automática),56.15,3487.95,1.87
6390-DSAZX,sim,feminino,0,não,sim,1,sim,não,fibra ótica,sim,não,não,não,não,não,mensal,sim,cheque postal,73.6,73.6,2.45
6393-WRYZE,sim,feminino,0,sim,não,34,sim,sim,fibra ótica,não,não,não,não,sim,sim,mensal,sim,cheque eletrônico,97.65,3207.55,3.26
6394-HHHZM,não,masculino,0,não,não,3,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.7,57.5,0.69
6394-MFYNG,sim,feminino,0,não,não,48,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,transferência bancária (automática),107.4,5121.3,3.58
6397-JNZZG,sim,feminino,1,sim,não,43,não,sem serviço telefônico,dsl,não,sim,sim,não,sim,sim,mensal,não,cartão de crédito (automático),55.55,2342.2,1.85
6400-BWQKW,sim,feminino,0,não,não,6,sim,sim,fibra ótica,sim,não,não,não,não,não,mensal,sim,cheque eletrônico,79.05,434.5,2.64
6402-EJMWF,não,masculino,0,não,não,4,sim,não,dsl,não,não,não,não,não,sim,mensal,sim,cheque postal,55.3,238.5,1.84
6402-SSEJG,não,feminino,0,não,não,25,não,sem serviço telefônico,dsl,sim,sim,sim,não,sim,sim,um ano,não,cheque eletrônico,61.05,1540.2,2.03
6402-ZFPPI,sim,feminino,1,não,não,25,sim,sim,fibra ótica,sim,sim,não,não,sim,sim,mensal,sim,cheque postal,102.8,2660.2,3.43
6407-GSJNL,não,feminino,0,não,não,51,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),24.95,1288.0,0.83
6407-UTSLV,não,feminino,1,não,não,2,sim,não,fibra ótica,não,sim,não,não,sim,não,mensal,sim,transferência bancária (automática),83.8,163.7,2.79
6408-OTUBZ,não,feminino,0,não,não,66,sim,sim,fibra ótica,sim,sim,sim,sim,sim,não,um ano,sim,transferência bancária (automática),104.55,6779.05,3.48
6408-WHTEF,não,masculino,0,sim,sim,72,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,sim,cheque postal,89.4,6376.55,2.98
6410-LEFEN,sim,feminino,0,não,não,9,sim,não,dsl,não,não,não,não,não,não,mensal,não,cheque eletrônico,45.15,416.45,1.5
6413-XKKPU,sim,masculino,0,sim,sim,17,sim,não,fibra ótica,sim,não,sim,não,sim,não,mensal,sim,cheque eletrônico,89.4,1539.45,2.98
6416-JNVRK,não,feminino,0,não,não,46,sim,não,dsl,não,não,não,não,não,sim,um ano,não,cartão de crédito (automático),55.65,2688.85,1.86
6416-TVAIH,sim,masculino,0,sim,sim,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,68.5,68.5,2.28
6416-YJTTB,não,masculino,0,não,não,11,sim,não,fibra ótica,sim,não,sim,não,não,não,mensal,sim,transferência bancária (automática),79.5,795.65,2.65
6418-HNFED,não,masculino,0,sim,não,51,sim,não,dsl,sim,sim,sim,sim,sim,sim,dois anos,sim,cartão de crédito (automático),83.25,4089.45,2.78
6418-PIQSP,não,feminino,0,sim,não,62,sim,não,dsl,sim,não,sim,sim,sim,sim,dois anos,não,cheque postal,81.0,4985.9,2.7
6419-ZTTLE,não,masculino,1,sim,não,23,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque eletrônico,20.75,485.2,0.69
6421-SZVEM,não,feminino,0,sim,sim,28,sim,não,fibra ótica,sim,não,não,não,não,sim,um ano,sim,transferência bancária (automática),82.85,2320.8,2.76
6424-ELEYH,sim,feminino,0,sim,não,3,sim,sim,fibra ótica,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),74.75,229.5,2.49
6425-JWTDV,não,masculino,0,sim,não,48,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,19.25,855.1,0.64
6425-YQLLO,sim,feminino,1,sim,não,66,sim,sim,fibra ótica,não,não,sim,sim,sim,sim,um ano,sim,cartão de crédito (automático),105.95,6975.25,3.53
6427-FEFIG,não,feminino,0,sim,sim,24,sim,sim,dsl,sim,não,sim,não,sim,sim,dois anos,não,cartão de crédito (automático),78.6,1846.65,2.62
6429-SHBCB,não,masculino,0,não,não,19,sim,sim,dsl,não,não,não,não,sim,sim,mensal,não,cheque postal,69.6,1394.55,2.32
6432-TWQLB,sim,masculino,0,sim,não,5,sim,sim,fibra ótica,não,sim,não,sim,não,não,mensal,sim,cheque eletrônico,85.4,401.1,2.85
6434-TTGJP,não,masculino,0,sim,sim,10,não,sem serviço telefônico,dsl,sim,sim,sim,sim,não,sim,dois anos,não,cartão de crédito (automático),53.7,521.0,1.79
6435-SRWBJ,não,feminino,0,não,não,5,sim,sim,fibra ótica,não,não,sim,sim,não,não,mensal,sim,cheque eletrônico,82.75,417.75,2.76
6435-VWCCY,não,masculino,1,sim,não,65,sim,sim,fibra ótica,sim,sim,não,não,sim,não,dois anos,sim,cartão de crédito (automático),92.7,5968.4,3.09
6437-UDQJM,não,feminino,1,sim,não,72,sim,sim,dsl,sim,sim,sim,não,sim,sim,dois anos,sim,cartão de crédito (automático),84.1,6129.65,2.8
6437-UKHMV,sim,feminino,0,não,não,7,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,cheque eletrônico,79.7,586.05,2.66
6439-GTPCA,sim,feminino,0,não,não,45,sim,sim,fibra ótica,não,não,sim,sim,não,não,mensal,sim,cheque eletrônico,87.25,3941.7,2.91
6439-LAJXL,não,masculino,0,sim,não,9,sim,não,dsl,sim,sim,não,sim,sim,não,mensal,sim,cheque postal,68.95,593.85,2.3
6439-PKTRR,não,feminino,0,sim,sim,70,sim,sim,dsl,sim,sim,sim,sim,sim,não,dois anos,não,cheque eletrônico,80.7,5617.95,2.69
6440-DKQGE,não,masculino,0,não,sim,30,sim,não,dsl,não,sim,sim,não,sim,não,um ano,não,cartão de crédito (automático),64.5,1929.95,2.15
6445-TNRXS,não,masculino,0,sim,sim,68,sim,sim,fibra ótica,sim,sim,sim,sim,sim,sim,dois anos,sim,transferência bancária (automática),114.7,7849.85,3.82
6447-EGDIV,não,feminino,0,não,não,31,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cheque postal,20.95,683.25,0.7
6447-GORXK,não,masculino,0,não,sim,31,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,não,cartão de crédito (automático),25.0,789.2,0.83
6457-GIRWB,sim,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,69.35,69.35,2.31
6457-USBER,sim,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,80.8,80.8,2.69
6458-CYIDZ,não,feminino,1,não,não,5,sim,não,fibra ótica,sim,sim,não,não,não,não,mensal,não,cheque eletrônico,80.7,374.8,2.69
6461-PPAXN,não,feminino,0,sim,sim,35,sim,não,dsl,sim,não,não,sim,não,não,um ano,sim,transferência bancária (automática),54.95,1916.0,1.83
6461-SZMCV,não,feminino,0,sim,não,71,sim,sim,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,transferência bancária (automática),87.95,6365.35,2.93
6463-HHXJR,não,feminino,0,sim,sim,71,sim,sim,fibra ótica,sim,sim,sim,não,sim,não,dois anos,não,transferência bancária (automática),100.5,7030.65,3.35
6463-MVYRY,não,feminino,1,não,não,57,sim,não,dsl,sim,não,sim,sim,sim,não,dois anos,não,transferência bancária (automática),69.85,4003.0,2.33
6464-KEXXH,não,masculino,0,não,não,8,não,sem serviço telefônico,dsl,não,não,não,não,não,não,mensal,sim,cartão de crédito (automático),25.25,186.3,0.84
6465-GSRCL,não,feminino,0,não,sim,67,sim,sim,fibra ótica,não,sim,não,sim,sim,sim,um ano,sim,transferência bancária (automática),106.6,7244.7,3.55
6467-CHFZW,sim,masculino,0,sim,sim,47,sim,sim,fibra ótica,não,sim,não,não,sim,sim,mensal,sim,cheque eletrônico,99.35,4749.15,3.31
6469-MRVET,não,masculino,0,sim,sim,1,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,sim,cheque eletrônico,20.2,20.2,0.67
6469-QJKZW,não,feminino,0,sim,não,4,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque eletrônico,20.15,91.4,0.67
6473-ULUHT,não,masculino,0,sim,sim,16,sim,sim,dsl,sim,sim,não,sim,sim,sim,mensal,não,cheque eletrônico,84.9,1398.25,2.83
6474-FVJLC,sim,masculino,0,não,não,2,sim,sim,fibra ótica,não,não,não,não,não,sim,mensal,sim,cheque eletrônico,86.0,165.45,2.87
6475-VHUIZ,não,feminino,0,sim,não,23,sim,não,dsl,não,não,sim,sim,não,não,mensal,não,cheque eletrônico,54.25,1221.55,1.81
6476-EPYZR,não,masculino,0,sim,sim,12,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.5,255.5,0.68
6476-YHMGA,não,feminino,0,sim,sim,15,sim,não,dsl,não,sim,sim,sim,sim,sim,mensal,não,transferência bancária (automática),76.5,1155.6,2.55
6478-HRRCZ,não,masculino,0,sim,não,32,sim,não,dsl,sim,sim,não,sim,não,sim,um ano,não,cheque postal,70.5,2201.75,2.35
6479-OAUSD,não,masculino,0,não,não,25,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,um ano,não,cartão de crédito (automático),19.9,510.8,0.66
6479-SZPLM,não,masculino,0,sim,sim,36,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cartão de crédito (automático),19.45,754.5,0.65
6479-VDGRK,não,feminino,0,sim,sim,72,sim,não,dsl,sim,sim,sim,sim,sim,sim,dois anos,não,transferência bancária (automática),85.3,6129.2,2.84
6480-YAGIY,não,masculino,0,não,não,45,sim,não,fibra ótica,sim,sim,sim,sim,sim,sim,um ano,não,cartão de crédito (automático),112.2,5031.85,3.74
6481-ESCNL,não,feminino,0,não,não,29,sim,sim,fibra ótica,não,não,sim,não,sim,sim,mensal,não,transferência bancária (automática),100.55,2878.75,3.35
6481-LXPWL,não,masculino,0,sim,sim,56,não,sem serviço telefônico,dsl,não,sim,sim,não,não,não,um ano,sim,cartão de crédito (automático),36.1,1971.5,1.2
6481-OGDOO,sim,masculino,0,sim,não,67,sim,não,fibra ótica,sim,sim,não,não,não,sim,um ano,sim,cartão de crédito (automático),90.6,6056.15,3.02
6483-OATDN,não,masculino,0,sim,sim,8,sim,não,dsl,sim,não,não,não,não,não,mensal,sim,cartão de crédito (automático),51.3,411.6,1.71
6484-LATFU,não,masculino,0,não,não,68,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,cheque postal,24.55,1657.4,0.82
6485-QXWWE,não,feminino,0,não,sim,62,sim,sim,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,dois anos,não,transferência bancária (automática),26.0,1638.7,0.87
6486-LHTMA,não,feminino,1,sim,não,31,sim,sim,fibra ótica,não,não,sim,não,sim,não,um ano,sim,cheque eletrônico,90.7,2835.5,3.02
6490-FGZAT,não,masculino,0,não,não,6,sim,não,não,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,sem serviço de internet,mensal,não,cheque postal,20.65,109.3,0.69
6496-JDSSB,não,feminino,0,não,não,8,sim,não,fibra ótica,não,não,não,não,sim,não,mensal,sim,transferência bancária (automática),80.0,624.6,2.67
6496-SLWHQ,sim,masculino,1,não,não,3,sim,sim,fibra ótica,não,sim,sim,não,sim,sim,mensal,sim,cheque eletrônico,105.0,294.45,3.5
6497-TILVL,não,feminino,0,sim,sim,7,sim,não,dsl,sim,não,não,não,não,não,mensal,não,cheque postal,50.7,350.35,1.69
6500-JVEGC,não,masculino,0,não,não,68,sim,sim,fibra ótica,sim,sim,sim,não,sim,não,um ano,não,transferência bancária (automática),101.35,7110.75,3.38
6502-HCJTI,sim,masculino,1,sim,não,7,sim,sim,fibra ótica,sim,sim,não,não,não,sim,mensal,sim,cartão de crédito (automático),94.7,673.1,3.16
6502-KUGLL,não,feminino,0,sim,sim,14,sim,não,dsl,sim,sim,não,sim,não,não,mensal,não,transferência bancária (automática),59.45,780.85,1.98
6502-MJQAE,sim,masculino,0,não,não,1,sim,não,fibra ótica,não,não,não,não,não,não,mensal,sim,cheque eletrônico,69.6,69.6,2.32
6504-VBLFL,não,masculino,0,sim,não,55,sim,não,dsl,sim,sim,sim,não,não,não,dois anos,não,cheque eletrônico,58.6,3068.6,1.95
